,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
31991,5500,2011,subaru,impreza,2019-03-19,137,good,4.0,gas,140312,automatic,sedan,red,1.0,13
31992,12995,2012,acura,tl,2018-07-17,22,like new,6.0,gas,94121,automatic,sedan,other,1.0,12
31999,23297,2013,jeep,wrangler unlimited,2018-06-24,34,excellent,6.0,gas,75389,automatic,SUV,green,1.0,11
32001,10900,2008,toyota,tacoma,2018-10-28,26,good,6.0,gas,124637,automatic,pickup,brown,1.0,16
32003,39900,2018,ford,f-250 super duty,2018-10-22,17,excellent,8.0,gas,15304,automatic,truck,white,1.0,6
32004,7990,2003,gmc,sierra 2500hd,2019-02-16,6,excellent,8.0,gas,149471,automatic,truck,black,1.0,21
32006,29500,2016,jeep,wrangler unlimited,2018-06-04,9,like new,6.0,gas,30053,automatic,SUV,black,1.0,8
32009,7995,2007,honda,cr-v,2018-06-21,30,excellent,4.0,gas,104540,automatic,other,other,1.0,17
32010,23800,2019,nissan,frontier crew cab sv,2019-03-06,48,good,6.0,gas,10899,other,pickup,silver,1.0,5
32012,13900,2013,ford,f-150,2019-02-25,25,good,6.0,gas,149694,automatic,truck,white,1.0,11
32013,21900,2014,chevrolet,silverado 1500,2018-07-31,62,good,8.0,gas,109297,automatic,truck,black,1.0,10
32014,8900,2008,toyota,highlander,2018-06-15,38,good,6.0,gas,152878,automatic,SUV,other,1.0,16
32018,21400,2014,ford,f150 supercrew cab xlt,2018-09-22,18,good,8.0,gas,94321,other,pickup,black,1.0,10
32019,33300,2016,chevrolet,silverado 1500 crew,2018-06-29,14,good,8.0,gas,14148,automatic,pickup,black,1.0,8
32023,24500,2011,ford,f-250 super duty,2018-10-29,17,excellent,8.0,gas,112350,automatic,truck,white,1.0,13
32024,13000,2010,ford,f-150,2018-12-19,62,excellent,8.0,gas,160000,automatic,pickup,red,1.0,14
32027,25100,2014,ford,f150 supercrew cab xlt,2019-01-14,43,good,6.0,gas,53522,other,pickup,black,1.0,10
32030,7495,2012,jeep,liberty,2018-10-11,27,excellent,6.0,gas,144256,automatic,SUV,red,1.0,12
32032,25500,2015,toyota,tacoma,2018-06-02,45,like new,6.0,gas,59000,automatic,pickup,silver,1.0,9
32033,4500,2008,honda,pilot,2018-08-05,21,excellent,6.0,gas,172567,automatic,SUV,grey,1.0,16
32034,30000,2016,ford,f-150,2018-11-02,59,excellent,6.0,gas,43446,automatic,pickup,black,1.0,8
32042,9700,2008,chevrolet,silverado,2018-06-16,36,good,8.0,gas,134000,automatic,truck,silver,1.0,16
32046,10200,2013,gmc,acadia,2019-03-25,20,good,6.0,gas,126000,manual,SUV,other,1.0,11
32047,4995,2006,toyota,sienna,2018-12-08,22,excellent,6.0,gas,175982,automatic,mini-van,blue,1.0,18
32051,19000,2010,toyota,tundra,2018-07-25,30,like new,8.0,gas,115900,automatic,pickup,other,1.0,14
32053,21998,2013,ford,f-150,2018-05-12,62,excellent,8.0,gas,107351,automatic,truck,red,1.0,11
32054,7500,2007,ram,1500,2018-05-24,28,good,8.0,gas,167000,automatic,pickup,black,1.0,17
32056,40000,2018,gmc,sierra 1500,2019-04-17,13,like new,8.0,gas,12400,automatic,pickup,silver,1.0,6
32057,12702,2009,chevrolet,silverado 1500,2018-12-23,30,excellent,8.0,gas,149889,automatic,truck,white,1.0,15
32058,3800,2008,ford,escape,2018-12-10,38,good,4.0,gas,183606,automatic,SUV,blue,1.0,16
32061,6300,2011,gmc,acadia,2019-03-18,91,good,6.0,gas,146471,automatic,SUV,black,1.0,13
32063,2950,2005,ford,escape,2019-02-27,68,good,6.0,gas,182599,automatic,SUV,green,1.0,19
32064,5350,2008,jeep,liberty,2018-09-22,76,fair,6.0,gas,128658,automatic,SUV,green,1.0,16
32068,4500,2006,honda,pilot,2018-10-22,1,good,6.0,gas,191341,automatic,SUV,green,1.0,18
32070,8200,2007,chevrolet,suburban,2019-02-28,81,good,8.0,gas,180235,automatic,SUV,custom,1.0,17
32071,11900,2007,jeep,wrangler,2019-03-12,25,good,6.0,gas,133060,automatic,SUV,custom,1.0,17
32072,14990,2011,ford,f-150,2018-10-19,3,excellent,6.0,gas,143659,automatic,pickup,black,1.0,13
32074,12990,2013,ford,explorer,2018-08-26,26,excellent,6.0,gas,114673,automatic,SUV,black,1.0,11
32080,26900,2014,chevrolet,silverado 1500 crew,2018-09-01,31,good,8.0,gas,68607,automatic,pickup,black,1.0,10
32081,21900,2012,ford,f-150,2018-07-26,37,excellent,8.0,gas,45286,automatic,truck,blue,1.0,12
32083,10495,2008,toyota,highlander,2018-07-26,5,excellent,6.0,gas,164250,automatic,other,grey,1.0,16
32086,8500,2009,gmc,yukon,2018-11-04,64,good,8.0,gas,140003,automatic,SUV,other,1.0,15
32088,8500,2012,nissan,murano,2018-07-18,4,good,6.0,gas,110767,automatic,SUV,blue,1.0,12
32089,1800,2003,hyundai,santa fe,2019-02-02,35,good,6.0,gas,213000,automatic,SUV,blue,1.0,21
32090,36900,2014,ford,f-250 super duty,2018-07-02,12,excellent,8.0,gas,47606,automatic,truck,white,1.0,10
32092,28900,2017,ford,f150 supercrew cab xlt,2019-04-14,10,good,6.0,gas,49225,automatic,pickup,other,1.0,7
32096,7900,2001,chevrolet,silverado,2018-05-12,36,good,8.0,diesel,227000,automatic,truck,grey,1.0,23
32099,23900,2015,jeep,wrangler unlimited,2019-02-12,44,excellent,6.0,gas,62299,automatic,SUV,white,1.0,9
32101,9995,2009,subaru,forester,2018-08-21,34,excellent,4.0,gas,107767,automatic,wagon,other,1.0,15
32102,8995,2013,nissan,rogue,2019-03-09,59,good,4.0,gas,95775,automatic,SUV,silver,1.0,11
32106,6500,1994,jeep,wrangler,2018-06-27,14,excellent,4.0,gas,175,manual,convertible,red,1.0,30
32112,24200,2019,nissan,frontier crew cab sv,2019-02-10,5,good,6.0,gas,11034,other,pickup,blue,1.0,5
32114,26900,2014,chevrolet,silverado 1500 crew,2018-06-27,16,good,8.0,gas,68607,automatic,pickup,other,1.0,10
32122,3300,2005,honda,pilot,2018-05-04,24,good,6.0,gas,166000,automatic,SUV,silver,1.0,19
32124,5000,2005,dodge,dakota,2018-10-17,20,good,8.0,gas,171081,automatic,pickup,red,1.0,19
32126,5995,2006,honda,pilot,2018-08-10,64,excellent,6.0,gas,166942,automatic,SUV,other,1.0,18
32128,1,2017,jeep,grand cherokee,2018-12-19,44,excellent,10.0,gas,53718,other,SUV,other,1.0,7
32129,1,2017,ford,expedition,2019-03-31,12,excellent,10.0,gas,56048,other,SUV,grey,1.0,7
32134,4000,1984,ford,f250 super duty,2018-06-08,29,good,8.0,diesel,250000,manual,pickup,black,1.0,40
32136,16000,2007,toyota,tacoma,2018-09-05,62,excellent,6.0,gas,193000,automatic,pickup,other,1.0,17
32137,16200,2002,toyota,tacoma,2018-08-22,32,good,6.0,gas,170000,automatic,pickup,red,1.0,22
32138,1,2018,toyota,highlander,2018-05-10,63,excellent,6.0,gas,13138,automatic,SUV,silver,1.0,6
32139,1,2012,ford,mustang,2019-03-27,59,excellent,10.0,gas,41469,automatic,coupe,orange,1.0,12
32141,1,2019,nissan,rogue,2019-01-07,51,excellent,4.0,gas,14058,automatic,SUV,black,1.0,5
32142,1,2018,nissan,rogue,2018-10-28,26,excellent,4.0,gas,34847,automatic,SUV,silver,1.0,6
32143,1,2018,chevrolet,suburban,2018-10-10,67,excellent,8.0,gas,16931,automatic,SUV,black,1.0,6
32145,4500,2008,subaru,outback,2018-12-22,34,good,3.0,gas,187077,automatic,wagon,black,1.0,16
32151,14995,2011,honda,pilot,2018-05-10,21,excellent,6.0,gas,86000,manual,SUV,other,1.0,13
32158,8999,2003,dodge,dakota,2018-08-25,17,excellent,8.0,gas,101900,automatic,pickup,red,1.0,21
32159,9999,2005,ram,1500,2018-07-11,54,excellent,8.0,gas,137156,automatic,pickup,silver,1.0,19
32160,10499,2011,subaru,outback,2018-05-08,32,excellent,4.0,gas,107144,automatic,wagon,other,1.0,13
32163,8999,2004,toyota,sienna,2018-12-14,5,excellent,6.0,gas,99946,automatic,mini-van,other,1.0,20
32164,28999,2014,toyota,tacoma,2018-06-07,49,excellent,6.0,gas,51451,automatic,pickup,white,1.0,10
32175,8499,2012,dodge,grand caravan,2018-12-03,40,excellent,6.0,gas,108281,automatic,mini-van,black,1.0,12
32178,9999,2011,chevrolet,traverse,2019-02-13,43,excellent,6.0,gas,119395,automatic,SUV,grey,1.0,13
32183,5800,2005,subaru,forester,2019-03-17,13,good,4.0,gas,170000,automatic,SUV,silver,1.0,19
32184,1,2015,gmc,sierra 1500,2018-06-02,42,excellent,10.0,gas,92945,other,truck,other,1.0,9
32186,1,2019,nissan,rogue,2019-01-29,14,excellent,10.0,gas,6952,other,SUV,blue,1.0,5
32187,1,2018,nissan,rogue,2018-07-01,80,excellent,4.0,gas,34847,automatic,SUV,silver,1.0,6
32188,1,2018,gmc,acadia,2018-08-25,31,excellent,6.0,gas,23373,automatic,SUV,other,1.0,6
32190,10495,2013,ford,explorer,2018-10-07,20,excellent,6.0,gas,112218,automatic,other,other,1.0,11
32191,1,2019,chevrolet,suburban,2019-03-19,50,excellent,8.0,gas,25473,automatic,SUV,black,1.0,5
32196,12000,2003,chevrolet,silverado 2500hd,2018-07-11,20,good,8.0,diesel,141000,automatic,pickup,other,1.0,21
32200,9995,2012,ram,1500,2018-09-08,2,good,8.0,gas,168146,manual,pickup,black,1.0,12
32202,1,2014,toyota,4runner,2018-09-12,40,excellent,6.0,gas,69153,automatic,SUV,blue,1.0,10
32203,1,2014,ram,2500,2018-06-15,31,excellent,6.0,gas,36830,automatic,truck,white,1.0,10
32206,1,2018,ford,f-150,2018-08-03,26,excellent,8.0,gas,26265,automatic,truck,grey,1.0,6
32207,1,2016,ram,3500,2019-01-25,16,excellent,10.0,gas,43200,other,truck,white,1.0,8
32208,1,2015,dodge,charger,2018-07-24,2,excellent,10.0,gas,59772,other,sedan,custom,1.0,9
32210,7500,2006,chevrolet,silverado,2018-12-01,18,excellent,8.0,gas,212000,automatic,pickup,other,1.0,18
32211,43999,2016,ford,f-250 sd,2019-01-23,12,excellent,10.0,gas,65685,other,truck,black,1.0,8
32215,1,2017,jeep,wrangler,2018-06-14,55,excellent,10.0,gas,38617,other,SUV,black,1.0,7
32216,1,2015,ram,3500,2018-06-09,44,excellent,6.0,gas,71719,automatic,truck,white,1.0,9
32222,6450,2013,nissan,rogue,2019-04-01,24,good,4.0,gas,74210,automatic,SUV,white,1.0,11
32224,20000,2012,ford,f-250 super duty,2018-09-11,3,excellent,8.0,gas,75499,automatic,truck,silver,1.0,12
32226,3500,2001,dodge,dakota,2018-10-17,23,good,8.0,gas,140948,automatic,pickup,blue,1.0,23
32229,16900,2005,jeep,wrangler,2018-06-11,125,excellent,6.0,gas,90000,manual,SUV,orange,1.0,19
32230,6500,2007,ford,expedition,2018-11-26,74,good,8.0,gas,172937,automatic,SUV,red,1.0,17
32232,11995,2007,ford,f350,2019-01-23,4,excellent,8.0,gas,79700,automatic,truck,green,1.0,17
32234,25000,2011,chevrolet,silverado,2019-01-07,6,good,8.0,diesel,170000,automatic,truck,grey,1.0,13
32235,18500,2013,ram,1500,2018-11-23,5,good,8.0,gas,74118,automatic,truck,red,1.0,11
32236,12900,2002,chevrolet,silverado 2500hd,2018-09-15,84,good,8.0,gas,196053,automatic,truck,grey,1.0,22
32239,5000,2009,jeep,liberty,2018-07-30,84,good,6.0,gas,133357,automatic,SUV,white,1.0,15
32242,5990,2008,ford,explorer,2019-02-07,23,good,6.0,gas,137809,automatic,SUV,other,1.0,16
32247,13990,2005,toyota,tundra,2019-03-21,71,good,8.0,gas,66697,automatic,truck,white,1.0,19
32248,28990,2015,ford,f-350 sd,2019-03-25,4,good,8.0,diesel,112150,automatic,truck,white,1.0,9
32249,20990,2014,ram,2500,2019-01-17,28,good,8.0,gas,121437,automatic,truck,white,1.0,10
32250,15990,2012,ford,f-250 sd,2018-12-26,14,good,8.0,gas,113419,automatic,truck,white,1.0,12
32252,222,2010,jeep,grand cherokee,2018-11-23,6,excellent,6.0,gas,124597,automatic,SUV,other,1.0,14
32253,2995,2006,chevrolet,trailblazer,2018-07-12,45,good,6.0,gas,243245,automatic,SUV,silver,1.0,18
32256,204,2010,dodge,dakota,2018-11-23,56,excellent,8.0,gas,162788,automatic,truck,silver,1.0,14
32263,29990,2017,gmc,acadia,2019-02-12,47,good,6.0,gas,42235,automatic,SUV,black,1.0,7
32266,19990,2010,ford,f-350 sd,2019-02-13,82,good,10.0,gas,51664,manual,truck,white,1.0,14
32271,3500,2005,ford,f-150,2018-06-12,14,good,8.0,gas,174000,automatic,truck,red,1.0,19
32273,14490,2013,chevrolet,silverado 3500hd,2018-08-05,19,good,8.0,gas,174100,automatic,truck,white,1.0,11
32275,5000,2004,ford,f350,2019-01-17,58,good,8.0,diesel,160000,automatic,pickup,grey,1.0,20
32277,27000,2013,ford,f-150,2018-05-27,33,excellent,6.0,gas,63000,automatic,truck,other,1.0,11
32281,24990,2015,ford,f-250 sd,2018-06-28,13,good,8.0,gas,43854,automatic,truck,other,1.0,9
32282,18490,2015,ford,f-250 sd,2018-12-14,16,good,8.0,gas,124332,automatic,truck,other,1.0,9
32284,6900,2003,chevrolet,silverado,2018-11-09,26,excellent,8.0,gas,142000,automatic,pickup,white,1.0,21
32288,5400,2005,ford,f150,2018-05-25,45,good,8.0,gas,130368,automatic,truck,blue,1.0,19
32295,6995,2012,ford,escape,2018-05-01,25,like new,6.0,gas,95804,automatic,SUV,silver,1.0,12
32300,6500,2010,ford,escape,2018-12-29,30,excellent,4.0,gas,87000,automatic,SUV,blue,1.0,14
32305,24800,2012,toyota,tundra,2018-10-17,37,excellent,8.0,gas,87000,automatic,truck,white,1.0,12
32310,5500,2006,ford,f-150,2019-01-08,33,good,8.0,gas,125117,automatic,pickup,white,1.0,18
32317,13950,2010,ford,f-150,2018-06-24,18,excellent,8.0,gas,99549,automatic,truck,grey,1.0,14
32318,14950,2014,ram,2500,2019-01-20,16,excellent,8.0,gas,140996,automatic,truck,white,1.0,10
32319,11950,2011,ford,f-150,2019-03-16,55,excellent,8.0,gas,160516,automatic,truck,white,1.0,13
32321,12450,2014,ford,escape,2019-03-16,26,excellent,4.0,gas,57770,automatic,SUV,white,1.0,10
32322,3000,2004,subaru,forester,2018-11-05,10,good,4.0,gas,140000,automatic,SUV,grey,1.0,20
32323,30925,2015,gmc,sierra 1500,2019-02-25,9,excellent,8.0,gas,68384,automatic,truck,black,1.0,9
32330,13995,2013,ford,f-150,2018-07-19,5,excellent,8.0,gas,145,automatic,truck,black,1.0,11
32331,2500,2005,jeep,grand cherokee laredo,2018-08-04,30,good,6.0,gas,135000,automatic,SUV,brown,1.0,19
32333,12500,2010,nissan,frontier,2018-07-28,30,excellent,6.0,gas,113886,automatic,pickup,grey,1.0,14
32334,7595,2008,ford,escape,2018-08-07,29,excellent,6.0,gas,85479,automatic,SUV,red,1.0,16
32336,14799,2010,toyota,4runner,2018-06-08,13,excellent,6.0,gas,127811,automatic,SUV,black,1.0,14
32337,10799,2013,nissan,rogue,2018-12-02,31,excellent,4.0,gas,65488,automatic,SUV,white,1.0,11
32339,12100,2011,jeep,grand cherokee,2018-11-15,158,excellent,8.0,gas,114524,automatic,SUV,grey,1.0,13
32342,4000,2006,ram,1500,2018-07-05,32,good,8.0,gas,227000,automatic,pickup,grey,1.0,18
32344,4995,2007,nissan,murano,2018-11-24,36,excellent,6.0,gas,122409,automatic,SUV,silver,1.0,17
32347,19925,2017,ford,escape,2018-05-15,18,excellent,4.0,gas,42527,automatic,SUV,other,1.0,7
32350,12950,2012,chevrolet,tahoe,2018-11-11,27,excellent,8.0,gas,161000,automatic,SUV,black,1.0,12
32355,13990,2011,jeep,grand cherokee,2019-01-13,22,excellent,6.0,gas,91015,automatic,SUV,white,1.0,13
32356,11995,2011,ford,explorer,2019-01-12,7,excellent,6.0,gas,112401,automatic,SUV,custom,1.0,13
32362,9895,2012,subaru,outback,2019-04-12,102,excellent,4.0,gas,111992,automatic,wagon,red,1.0,12
32366,6500,2010,ford,escape,2018-10-21,45,excellent,4.0,gas,87000,automatic,SUV,blue,1.0,14
32373,15900,2008,ram,2500,2018-08-25,53,good,8.0,diesel,268000,automatic,truck,white,1.0,16
32378,9200,1999,jeep,wrangler,2018-06-20,53,good,6.0,gas,156790,automatic,SUV,other,1.0,25
32382,26900,2016,ram,2500,2018-10-24,17,excellent,6.0,diesel,184800,automatic,truck,white,1.0,8
32384,29490,2015,ford,f-350 sd,2018-07-04,23,good,8.0,diesel,112150,automatic,truck,white,1.0,9
32385,15990,2005,toyota,tundra,2018-06-14,7,good,8.0,gas,66697,automatic,truck,white,1.0,19
32387,20990,2014,ram,2500,2018-12-13,3,good,8.0,gas,121437,automatic,truck,white,1.0,10
32389,15990,2012,ford,f-250 sd,2018-11-29,15,good,8.0,gas,113419,automatic,truck,white,1.0,12
32390,20990,2015,ford,f-250 sd,2018-11-10,7,good,8.0,gas,134794,automatic,truck,blue,1.0,9
32394,18490,2015,ford,f-250 sd,2019-03-15,46,good,8.0,gas,124332,automatic,truck,white,1.0,9
32395,22990,2007,chevrolet,silverado 3500hd,2018-06-17,61,good,8.0,gas,64185,automatic,truck,white,1.0,17
32396,5990,2008,ford,explorer,2018-09-06,10,good,6.0,gas,137809,automatic,SUV,other,1.0,16
32399,14990,2012,chevrolet,silverado 2500hd,2018-05-26,14,good,8.0,gas,177877,automatic,truck,other,1.0,12
32400,15499,2016,buick,enclave,2018-11-12,56,like new,6.0,gas,52000,automatic,truck,other,1.0,8
32402,16000,2009,ford,f-150,2018-11-26,19,excellent,8.0,gas,100500,automatic,truck,other,1.0,15
32404,11700,2007,ford,f-150,2018-10-17,97,good,8.0,gas,88900,automatic,truck,other,1.0,17
32405,4750,1998,gmc,sierra 1500,2018-09-04,18,good,8.0,gas,197000,automatic,pickup,green,1.0,26
32409,5995,2004,cadillac,escalade,2018-09-17,5,excellent,8.0,gas,153115,automatic,SUV,white,1.0,20
32410,2700,1998,ford,explorer,2019-01-30,81,good,8.0,gas,145000,automatic,SUV,green,1.0,26
32414,19500,2012,jeep,wrangler,2018-06-11,63,good,6.0,gas,103436,automatic,SUV,other,1.0,12
32421,14500,2015,nissan,rogue,2018-05-31,16,good,4.0,gas,41582,automatic,SUV,red,1.0,9
32425,8995,2008,ram,1500,2019-02-25,67,excellent,8.0,gas,141438,automatic,pickup,silver,1.0,16
32432,14995,2011,gmc,yukon,2018-11-04,119,excellent,8.0,gas,134000,automatic,SUV,black,1.0,13
32433,3895,2003,ford,explorer,2018-10-21,9,good,8.0,gas,128000,automatic,pickup,blue,1.0,21
32434,14250,2009,ford,f-150,2019-03-14,29,excellent,8.0,gas,166800,automatic,truck,brown,1.0,15
32441,3500,2005,jeep,liberty,2018-09-21,8,good,6.0,gas,138919,automatic,SUV,green,1.0,19
32445,11770,2010,ford,f250 super duty,2019-02-14,67,excellent,8.0,diesel,246000,automatic,truck,silver,1.0,14
32447,15395,2013,toyota,rav4,2019-01-28,29,excellent,4.0,gas,71590,automatic,SUV,black,1.0,11
32449,69,2017,chevrolet,equinox,2018-12-23,50,excellent,4.0,gas,73739,automatic,SUV,grey,1.0,7
32454,31400,2016,chevrolet,silverado 1500 crew,2019-01-31,12,good,8.0,gas,15070,automatic,pickup,black,1.0,8
32457,6500,2010,subaru,outback,2018-11-18,2,new,4.0,gas,144000,automatic,SUV,green,1.0,14
32463,25900,2017,ford,f-250,2018-06-04,43,excellent,8.0,gas,109366,automatic,pickup,red,1.0,7
32465,15900,2015,jeep,grand cherokee,2018-11-01,14,excellent,6.0,gas,90000,automatic,SUV,other,1.0,9
32467,10900,2007,ram,2500,2019-01-14,29,good,6.0,diesel,250000,automatic,pickup,brown,1.0,17
32474,8000,2010,ram,1500,2018-12-25,97,good,8.0,gas,200000,automatic,truck,brown,1.0,14
32477,7988,2003,gmc,sierra 2500hd,2018-07-21,4,good,8.0,gas,119415,automatic,truck,other,1.0,21
32479,9995,2007,toyota,4runner,2018-07-09,31,excellent,6.0,gas,159411,automatic,SUV,brown,1.0,17
32482,6795,2009,nissan,murano,2018-08-14,26,excellent,6.0,gas,137943,automatic,SUV,white,1.0,15
32483,14900,2010,chevrolet,camaro,2018-10-11,11,like new,8.0,gas,118708,automatic,sedan,silver,1.0,14
32484,31925,2017,ford,f-150,2019-03-31,38,excellent,8.0,gas,46952,automatic,truck,silver,1.0,7
32486,11000,2006,toyota,4runner,2019-03-10,33,good,8.0,gas,99500,automatic,SUV,silver,1.0,18
32489,8500,1996,ram,3500,2018-06-10,178,good,6.0,diesel,200000,automatic,truck,white,1.0,28
32494,5950,2007,toyota,rav4,2018-11-21,36,good,4.0,gas,161900,automatic,SUV,blue,1.0,17
32499,26925,2016,chevrolet,colorado,2019-02-26,46,excellent,6.0,gas,32677,automatic,truck,brown,1.0,8
32500,6499,2004,ford,f350 super duty,2018-08-13,46,good,8.0,diesel,272000,automatic,truck,white,1.0,20
32502,18995,2013,ford,f-150,2018-12-15,40,excellent,8.0,gas,106843,automatic,pickup,white,1.0,11
32503,27995,2013,ford,f-150,2019-01-31,11,excellent,8.0,gas,65980,automatic,pickup,blue,1.0,11
32506,18995,2016,toyota,rav4,2019-03-20,38,excellent,4.0,gas,81423,automatic,SUV,other,1.0,8
32509,41995,2014,ram,2500,2018-10-30,37,excellent,6.0,diesel,83997,automatic,pickup,black,1.0,10
32513,12700,2008,ford,f-250,2018-05-22,75,good,8.0,gas,90000,manual,pickup,green,1.0,16
32514,12995,2011,jeep,grand cherokee laredo,2018-09-10,33,good,6.0,gas,121040,automatic,SUV,other,1.0,13
32516,36925,2016,ford,f-150,2019-03-12,46,excellent,6.0,gas,25868,automatic,truck,black,1.0,8
32524,3600,1997,ford,f-250,2018-10-04,15,good,8.0,diesel,240000,automatic,pickup,red,1.0,27
32525,4995,2002,cadillac,escalade,2019-04-02,74,good,8.0,gas,189936,automatic,SUV,white,1.0,22
32529,8995,2009,gmc,yukon,2019-02-02,61,like new,8.0,gas,129000,automatic,SUV,white,1.0,15
32530,7995,2009,chevrolet,silverado 1500,2018-11-06,26,like new,8.0,gas,172000,automatic,truck,silver,1.0,15
32534,6995,2008,gmc,sierra 1500,2019-02-09,171,like new,8.0,gas,151000,automatic,truck,other,1.0,16
32535,2995,2000,jeep,grand cherokee,2018-10-17,21,fair,6.0,gas,199268,automatic,SUV,other,1.0,24
32537,4500,2005,honda,cr-v,2018-12-16,25,excellent,4.0,gas,140200,automatic,SUV,black,1.0,19
32539,27995,2013,jeep,wrangler unlimited,2019-04-19,28,excellent,6.0,gas,72000,automatic,convertible,other,1.0,11
32545,8995,2008,ford,f-250,2018-07-01,105,good,8.0,gas,171671,automatic,truck,white,1.0,16
32546,8995,2004,ford,f-150,2018-11-23,35,good,8.0,gas,123594,automatic,truck,other,1.0,20
32551,5995,1993,ford,f-250,2018-08-08,17,good,8.0,diesel,302097,automatic,truck,grey,1.0,31
32561,5000,2006,bmw,x5,2019-02-17,11,good,8.0,gas,109300,automatic,SUV,grey,1.0,18
32564,7450,2013,ford,taurus,2018-07-18,20,excellent,6.0,gas,103795,automatic,sedan,blue,1.0,11
32565,11850,2009,ford,expedition,2018-08-25,32,excellent,8.0,gas,46296,automatic,SUV,black,1.0,15
32567,6950,2007,ford,explorer,2019-03-21,35,excellent,6.0,gas,92369,automatic,SUV,blue,1.0,17
32574,28995,2015,toyota,tundra,2018-11-05,50,excellent,8.0,gas,103849,automatic,pickup,grey,1.0,9
32575,18995,2010,gmc,sierra 1500,2018-11-02,34,excellent,8.0,gas,109951,automatic,pickup,silver,1.0,14
32576,25000,2014,chevrolet,silverado 1500,2018-11-28,37,excellent,6.0,gas,76000,automatic,pickup,black,1.0,10
32579,28995,2014,chevrolet,silverado 1500,2018-12-18,5,excellent,8.0,gas,116512,automatic,pickup,red,1.0,10
32584,6200,2002,ford,f250 super duty,2018-05-28,30,good,8.0,diesel,245000,automatic,truck,blue,1.0,22
32585,2200,1999,ford,expedition,2018-08-06,34,good,8.0,gas,139000,automatic,SUV,red,1.0,25
32588,14995,2014,chevrolet,silverado 1500,2018-10-04,55,excellent,8.0,gas,152000,automatic,truck,white,1.0,10
32589,14500,2010,ford,f250 super duty,2019-02-20,43,good,8.0,diesel,127000,automatic,truck,white,1.0,14
32591,22000,2011,chevrolet,silverado 2500hd,2018-10-01,42,excellent,8.0,diesel,172000,automatic,pickup,red,1.0,13
32594,9200,2008,toyota,tundra,2018-08-01,26,excellent,8.0,gas,233000,automatic,pickup,black,1.0,16
32596,7800,2013,chevrolet,equinox,2018-08-25,5,fair,4.0,gas,13000,automatic,SUV,red,1.0,11
32598,11500,2012,nissan,frontier,2018-09-24,26,excellent,6.0,gas,113000,automatic,truck,white,1.0,12
32599,13000,2012,chevrolet,silverado 1500,2018-05-05,114,excellent,8.0,gas,163431,automatic,truck,silver,1.0,12
32602,2300,2000,honda,odyssey,2018-10-24,45,like new,6.0,gas,130000,automatic,van,green,1.0,24
32603,3495,2008,jeep,liberty,2018-10-12,76,good,6.0,gas,231385,automatic,SUV,silver,1.0,16
32604,26000,2019,nissan,frontier,2019-02-23,8,like new,6.0,gas,16000,automatic,pickup,other,1.0,5
32605,3795,2001,jeep,grand cherokee laredo,2018-07-31,42,good,6.0,gas,225122,automatic,SUV,silver,1.0,23
32610,6300,2004,ford,f-250,2019-03-16,47,good,8.0,gas,184000,automatic,pickup,silver,1.0,20
32617,5000,2012,buick,enclave,2019-02-17,147,good,6.0,gas,185000,automatic,SUV,red,1.0,12
32618,24995,2017,ford,f150,2019-02-20,36,excellent,6.0,gas,68302,automatic,truck,grey,1.0,7
32619,34995,2017,gmc,sierra 1500,2018-05-07,46,excellent,8.0,gas,101331,automatic,pickup,brown,1.0,7
32620,35995,2016,gmc,yukon,2019-02-19,90,excellent,8.0,gas,99464,automatic,SUV,white,1.0,8
32622,26995,2013,ford,f-150,2018-08-14,58,excellent,6.0,gas,117584,automatic,pickup,other,1.0,11
32623,16995,2016,nissan,rogue,2019-03-17,65,good,4.0,gas,36741,automatic,SUV,black,1.0,8
32624,5200,2001,ram,1500,2018-11-28,59,excellent,8.0,gas,146000,automatic,pickup,other,1.0,23
32628,19600,2011,jeep,wrangler unlimited,2018-07-29,8,excellent,6.0,gas,117916,automatic,SUV,silver,1.0,13
32629,10995,2009,jeep,grand cherokee laredo,2018-08-23,17,excellent,8.0,gas,69935,automatic,SUV,silver,1.0,15
32640,10988,2014,subaru,outback,2018-06-13,21,good,6.0,gas,106557,automatic,wagon,silver,1.0,10
32641,16500,2011,chevrolet,silverado 2500hd,2018-09-06,19,good,8.0,gas,115000,automatic,truck,white,1.0,13
32651,11900,2001,ram,3500,2019-02-24,27,good,6.0,diesel,131000,automatic,pickup,other,1.0,23
32654,15995,2014,honda,cr-v,2018-08-12,12,excellent,4.0,gas,40339,automatic,SUV,grey,1.0,10
32655,22500,2012,chevrolet,silverado 3500hd,2018-05-16,56,good,8.0,diesel,180,automatic,pickup,white,1.0,12
32658,41995,2016,chevrolet,silverado 3500hd,2018-10-21,3,excellent,8.0,diesel,76303,automatic,pickup,black,1.0,8
32661,24995,2015,ford,f-150,2018-09-28,34,excellent,6.0,gas,16251,automatic,pickup,grey,1.0,9
32663,14995,2011,gmc,acadia,2018-08-15,75,excellent,6.0,gas,80000,automatic,SUV,red,1.0,13
32665,32995,2015,chevrolet,suburban,2018-09-07,32,excellent,8.0,gas,60457,automatic,SUV,black,1.0,9
32669,8650,2012,kia,sorento,2018-11-23,12,excellent,4.0,gas,115,automatic,SUV,black,1.0,12
