,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
681,24900,2014,ford,f-150,2018-10-25,38,excellent,8.0,gas,38916,automatic,truck,black,1.0,10
685,6800,2010,honda,cr-v,2019-03-22,16,excellent,4.0,gas,173000,automatic,SUV,blue,1.0,14
687,10900,1999,ford,f350 super duty,2018-11-20,22,excellent,8.0,diesel,155000,automatic,pickup,blue,1.0,25
688,26995,2016,chevrolet,silverado,2018-09-01,152,like new,8.0,gas,36645,automatic,pickup,white,1.0,8
694,29995,2018,ford,f-150,2019-01-30,12,excellent,6.0,gas,32551,automatic,pickup,red,1.0,6
698,21995,2018,nissan,rogue,2018-05-02,60,like new,4.0,gas,28003,automatic,SUV,white,1.0,6
700,21995,2017,chevrolet,traverse,2018-12-26,23,excellent,6.0,gas,29004,automatic,SUV,black,1.0,7
702,38900,2017,ford,f-250 super duty,2018-12-24,32,excellent,8.0,gas,72796,automatic,truck,white,1.0,7
703,18900,2015,ford,f250,2019-01-14,34,excellent,8.0,gas,145053,automatic,truck,silver,1.0,9
704,27995,2014,ram,3500,2018-07-09,26,excellent,8.0,gas,142083,automatic,truck,white,1.0,10
710,16000,2013,ford,f-150,2018-11-18,19,excellent,6.0,gas,83000,automatic,truck,blue,1.0,11
711,10495,2006,ford,f-150,2018-11-12,51,excellent,8.0,gas,117560,automatic,pickup,custom,1.0,18
712,10495,2008,toyota,4runner,2019-01-10,9,excellent,6.0,gas,168567,automatic,other,blue,1.0,16
715,15500,2013,chevrolet,silverado 1500,2019-01-01,38,excellent,8.0,gas,144261,automatic,truck,white,1.0,11
716,18900,2012,ram,2500,2018-08-20,27,excellent,8.0,gas,118571,automatic,truck,white,1.0,12
718,12000,2007,gmc,sierra,2018-08-24,41,excellent,8.0,gas,209000,automatic,truck,grey,1.0,17
719,38500,2016,ram,2500,2019-02-15,8,excellent,6.0,diesel,118500,automatic,truck,black,1.0,8
723,23999,2013,jeep,wrangler unlimited,2019-02-11,24,excellent,6.0,gas,136357,automatic,convertible,other,1.0,11
724,19000,2017,ford,f-150,2018-12-07,46,like new,6.0,gas,98000,automatic,truck,other,1.0,7
725,4300,1998,ford,f-150,2018-09-07,23,good,8.0,gas,145000,automatic,truck,other,1.0,26
727,14900,2012,honda,cr-v,2018-06-29,41,excellent,4.0,gas,41250,automatic,SUV,silver,1.0,12
732,6750,2007,ram,1500,2018-06-15,29,good,8.0,gas,168,automatic,pickup,brown,1.0,17
733,6000,2005,gmc,sierra,2018-12-09,47,good,8.0,gas,221000,automatic,truck,other,1.0,19
734,37500,2017,ram,2500,2019-01-09,71,excellent,6.0,diesel,49000,automatic,truck,black,1.0,7
738,38900,2017,ram,2500,2018-12-23,41,like new,6.0,diesel,74100,automatic,truck,grey,1.0,7
741,4500,1995,chevrolet,silverado 1500,2019-01-07,70,good,8.0,gas,170220,manual,pickup,white,1.0,29
743,7950,2011,subaru,outback,2018-07-01,24,good,4.0,gas,86000,automatic,SUV,black,1.0,13
744,9950,2007,jeep,wrangler,2019-01-20,26,excellent,6.0,gas,150928,automatic,SUV,other,1.0,17
746,31000,2018,jeep,wrangler unlimited,2018-05-13,75,excellent,6.0,gas,28400,automatic,other,silver,1.0,6
747,2350,1997,ford,f-150,2019-02-03,14,good,6.0,gas,134000,automatic,truck,red,1.0,27
748,11500,2011,honda,pilot,2019-03-11,31,like new,6.0,gas,122000,automatic,SUV,black,1.0,13
750,26700,2015,ford,f150 supercrew cab xlt,2019-04-14,51,good,6.0,gas,48278,other,pickup,brown,1.0,9
754,5500,2011,subaru,impreza,2018-08-14,22,good,4.0,gas,140312,automatic,sedan,red,1.0,13
760,36995,2016,chevrolet,silverado,2018-09-29,73,like new,8.0,gas,20567,automatic,pickup,brown,1.0,8
761,6900,2002,toyota,tundra,2018-06-10,8,excellent,8.0,gas,215500,automatic,truck,red,1.0,22
762,10900,2007,toyota,4runner,2019-02-22,23,excellent,8.0,gas,180252,automatic,SUV,white,1.0,17
769,8500,2006,ford,f-250,2018-11-16,4,good,8.0,gas,151224,automatic,truck,grey,1.0,18
770,14556,2009,gmc,sierra 1500,2018-12-15,45,good,8.0,gas,186168,automatic,pickup,grey,1.0,15
771,26000,2013,chevrolet,silverado 2500hd,2018-08-28,48,good,8.0,diesel,73000,automatic,truck,black,1.0,11
772,4900,2005,ram,1500,2018-10-19,27,good,8.0,gas,156000,automatic,truck,blue,1.0,19
773,5995,2006,jeep,liberty,2018-11-23,106,excellent,4.0,diesel,230604,automatic,SUV,green,1.0,18
774,6995,2004,ford,f-150,2018-09-28,55,excellent,8.0,gas,141131,automatic,truck,green,1.0,20
775,3600,2006,chevrolet,trailblazer,2019-03-10,10,excellent,6.0,gas,155000,automatic,SUV,other,1.0,18
780,19791,2014,toyota,4runner,2018-08-19,37,excellent,6.0,gas,186371,automatic,SUV,white,1.0,10
784,9500,2007,ram,1500,2018-11-30,36,excellent,8.0,gas,121118,automatic,pickup,blue,1.0,17
785,3895,2004,jeep,grand cherokee laredo,2018-07-06,80,good,6.0,gas,176389,automatic,SUV,brown,1.0,20
787,1000,1999,chevrolet,silverado,2018-08-16,12,fair,8.0,gas,200000,automatic,pickup,brown,1.0,25
789,2000,1994,toyota,4runner,2018-10-25,58,fair,6.0,gas,241000,automatic,SUV,blue,1.0,30
790,27925,2015,ford,f-150,2018-08-14,40,excellent,6.0,gas,18326,automatic,truck,silver,1.0,9
793,15995,2007,chevrolet,silverado 2500hd,2018-10-06,78,excellent,8.0,diesel,238000,automatic,truck,other,1.0,17
794,5995,2003,ram,1500,2018-10-29,77,excellent,8.0,gas,142000,manual,truck,red,1.0,21
795,7995,2012,hyundai,santa fe,2018-12-23,48,excellent,4.0,gas,82000,automatic,SUV,silver,1.0,12
798,24990,2012,ford,f-250 sd,2018-10-15,82,good,8.0,gas,18005,automatic,truck,green,1.0,12
799,24990,2006,ford,f-350 sd,2019-03-14,52,good,8.0,gas,65603,automatic,truck,red,1.0,18
801,32990,2016,ford,f-250 sd,2018-10-11,21,good,8.0,gas,5031,automatic,truck,black,1.0,8
805,25200,2015,chevrolet,silverado 1500 crew,2018-10-02,42,good,8.0,gas,94954,automatic,pickup,silver,1.0,9
808,22990,2016,ford,edge,2018-12-21,38,good,6.0,gas,30884,automatic,SUV,black,1.0,8
813,11900,2005,jeep,wrangler unlimited,2019-04-02,35,good,6.0,gas,115332,automatic,SUV,blue,1.0,19
815,24600,2014,ford,f150 supercrew cab xlt,2018-08-04,25,good,6.0,gas,73305,other,pickup,silver,1.0,10
816,26900,2016,ram,2500,2018-12-25,55,excellent,6.0,diesel,184800,automatic,truck,white,1.0,8
817,7500,2003,ford,f250,2018-11-07,26,good,8.0,gas,175000,automatic,truck,white,1.0,21
823,9495,2007,gmc,sierra 1500,2018-12-17,19,excellent,6.0,gas,76412,automatic,pickup,grey,1.0,17
826,8450,2011,honda,cr-v,2018-07-09,61,excellent,4.0,gas,117148,automatic,SUV,red,1.0,13
827,16995,2016,chevrolet,equinox,2018-06-24,16,good,4.0,gas,26894,automatic,SUV,blue,1.0,8
832,29399,2015,ram,1500,2018-07-26,37,excellent,8.0,gas,73354,automatic,pickup,grey,1.0,9
834,10500,2012,ford,f-150,2018-11-23,73,good,6.0,gas,123000,automatic,truck,silver,1.0,12
836,5000,2004,ford,ranger,2018-11-18,34,good,4.0,gas,100000,automatic,truck,other,1.0,20
839,11950,2008,chevrolet,silverado 1500,2019-03-29,28,excellent,8.0,gas,113162,automatic,truck,other,1.0,16
840,11500,2003,chevrolet,silverado 1500,2018-10-06,4,good,8.0,gas,189000,automatic,truck,red,1.0,21
842,23995,2014,ford,f250 super duty,2019-04-08,24,like new,8.0,diesel,99215,automatic,pickup,white,1.0,10
860,6995,2007,toyota,rav4,2019-01-25,62,excellent,6.0,gas,193231,automatic,SUV,blue,1.0,17
864,10995,2013,hyundai,santa fe,2018-10-08,25,excellent,4.0,gas,112995,automatic,SUV,blue,1.0,11
866,10995,2008,nissan,frontier,2018-06-27,37,excellent,6.0,gas,118500,manual,truck,custom,1.0,16
869,4995,2004,honda,pilot,2018-11-15,19,excellent,6.0,gas,184723,automatic,SUV,grey,1.0,20
874,5995,2003,ram,1500,2019-01-21,31,excellent,8.0,gas,166894,automatic,truck,blue,1.0,21
876,4995,2013,ford,taurus,2018-05-27,94,excellent,6.0,diesel,147267,automatic,sedan,silver,1.0,11
877,4995,2013,ford,taurus,2018-10-22,40,excellent,6.0,gas,140730,automatic,sedan,white,1.0,11
878,13250,2008,toyota,4runner,2018-06-19,151,excellent,6.0,gas,151668,automatic,SUV,black,1.0,16
882,9950,2007,jeep,wrangler,2019-01-28,13,excellent,6.0,gas,150928,automatic,SUV,silver,1.0,17
883,8450,2011,honda,cr-v,2019-01-17,15,excellent,4.0,gas,117148,automatic,SUV,other,1.0,13
885,9990,2009,ford,f150,2019-03-04,9,excellent,8.0,gas,137256,automatic,truck,white,1.0,15
887,8495,2010,buick,enclave,2018-08-09,25,excellent,6.0,gas,131086,automatic,SUV,red,1.0,14
889,10995,2012,jeep,grand cherokee,2018-05-16,26,excellent,6.0,gas,129600,automatic,SUV,black,1.0,12
890,21995,2015,ford,f150,2018-10-16,71,excellent,6.0,gas,100580,automatic,pickup,other,1.0,9
891,5450,2003,subaru,outback,2018-09-03,39,excellent,4.0,gas,138000,automatic,wagon,silver,1.0,21
895,13450,2005,jeep,wrangler,2018-05-25,15,excellent,6.0,gas,113000,automatic,SUV,other,1.0,19
898,20499,2014,chevrolet,silverado 1500,2018-06-10,16,excellent,8.0,gas,97240,automatic,pickup,white,1.0,10
900,9990,2009,ford,f150,2018-10-24,3,excellent,8.0,gas,137256,automatic,truck,white,1.0,15
902,13890,2010,chevrolet,suburban,2018-11-13,2,excellent,8.0,gas,160978,automatic,SUV,black,1.0,14
904,6995,2010,ford,explorer,2019-02-28,18,excellent,6.0,gas,129000,automatic,SUV,grey,1.0,14
905,8250,2013,subaru,outback,2019-02-07,26,excellent,4.0,gas,148000,automatic,wagon,black,1.0,11
909,11995,2002,jeep,wrangler,2019-01-28,32,excellent,6.0,gas,86000,manual,SUV,red,1.0,22
910,6995,2005,subaru,outback,2018-06-05,1,excellent,4.0,gas,113000,automatic,wagon,green,1.0,19
911,13995,2004,jeep,wrangler,2018-11-21,78,excellent,6.0,gas,75000,manual,SUV,silver,1.0,20
912,6750,2008,ford,f-150,2019-01-15,74,good,8.0,gas,188000,automatic,truck,other,1.0,16
916,5450,2003,subaru,outback,2018-11-23,37,excellent,4.0,gas,138000,automatic,wagon,silver,1.0,21
919,13450,2005,jeep,wrangler,2019-02-22,35,excellent,6.0,gas,113000,automatic,SUV,green,1.0,19
922,8900,2011,subaru,impreza,2018-10-18,2,good,4.0,gas,92000,automatic,sedan,white,1.0,13
923,12999,2014,honda,cr-v,2019-01-23,6,excellent,4.0,gas,79140,automatic,SUV,silver,1.0,10
926,5995,2004,ford,expedition,2018-09-02,35,excellent,8.0,gas,159000,automatic,SUV,white,1.0,20
928,1500,2003,ford,explorer,2019-02-21,114,good,8.0,gas,159000,automatic,SUV,white,1.0,21
931,25995,2011,ram,2500,2018-11-16,147,good,6.0,diesel,150597,manual,truck,white,1.0,13
941,6995,2013,nissan,rogue,2018-10-27,15,good,4.0,gas,107170,automatic,wagon,black,1.0,11
944,10780,2012,bmw,x5,2018-10-03,64,good,6.0,gas,136101,automatic,wagon,black,1.0,12
946,4995,2005,honda,cr-v,2019-04-13,8,good,4.0,gas,178965,automatic,wagon,black,1.0,19
947,23000,2014,ford,f150 supercrew cab xlt,2018-09-21,17,good,6.0,gas,77994,other,pickup,orange,1.0,10
949,27800,2016,ford,f150 supercrew cab xlt,2018-10-13,37,good,6.0,gas,47570,other,pickup,white,1.0,8
951,27800,2016,ford,f150 supercrew cab xlt,2018-11-17,35,good,6.0,gas,47570,other,pickup,white,1.0,8
952,23950,2016,ram,1500,2018-08-05,43,excellent,8.0,gas,37000,automatic,truck,white,1.0,8
955,6999,2006,bmw,x5,2018-07-26,89,good,6.0,gas,157124,automatic,SUV,other,1.0,18
956,20800,2015,toyota,tacoma,2019-02-19,18,excellent,6.0,gas,78454,automatic,pickup,other,1.0,9
960,23800,2018,nissan,frontier crew cab sv,2018-12-26,3,good,6.0,gas,10899,other,pickup,silver,1.0,6
961,23500,2016,ram,1500,2019-04-04,16,excellent,8.0,gas,37000,automatic,truck,white,1.0,8
962,28950,2017,jeep,wrangler,2018-07-12,48,excellent,6.0,gas,39888,automatic,SUV,white,1.0,7
963,3990,2003,honda,pilot,2019-03-16,31,good,6.0,gas,145000,automatic,SUV,green,1.0,21
965,15500,2011,ford,f-150,2018-08-02,51,excellent,8.0,gas,156000,automatic,truck,white,1.0,13
969,14000,2006,toyota,tacoma,2018-08-01,85,excellent,6.0,gas,125886,manual,truck,silver,1.0,18
971,30300,2017,ford,f150 supercrew cab xlt,2019-04-18,18,good,6.0,gas,30339,automatic,pickup,brown,1.0,7
976,22985,2009,ram,3500,2018-05-03,106,excellent,6.0,diesel,156810,automatic,pickup,silver,1.0,15
977,19985,2006,ram,3500,2018-08-13,30,excellent,6.0,diesel,182630,automatic,pickup,red,1.0,18
980,26985,2010,chevrolet,silverado 2500hd,2018-12-28,40,excellent,8.0,diesel,155595,automatic,pickup,silver,1.0,14
981,22985,2012,chevrolet,silverado 2500hd,2018-10-24,30,excellent,8.0,gas,107485,automatic,pickup,silver,1.0,12
987,13500,2004,chevrolet,silverado 2500hd,2019-04-06,38,excellent,8.0,diesel,220000,automatic,pickup,blue,1.0,20
991,14900,2016,chevrolet,equinox,2018-08-06,30,excellent,6.0,gas,108180,automatic,sedan,blue,1.0,8
994,2500,2000,ford,ranger,2018-11-18,23,fair,6.0,gas,300000,automatic,pickup,white,1.0,24
997,16900,2010,ford,f-150,2018-09-06,31,excellent,8.0,gas,98000,automatic,truck,grey,1.0,14
999,7000,1998,chevrolet,silverado,2018-05-24,66,excellent,8.0,gas,171000,automatic,truck,blue,1.0,26
1000,20500,2017,nissan,rogue,2018-10-18,5,excellent,4.0,gas,21745,automatic,wagon,white,1.0,7
1002,11900,2007,gmc,yukon,2019-03-19,9,excellent,8.0,gas,165000,automatic,SUV,black,1.0,17
1005,12900,2010,chevrolet,silverado 1500,2018-06-24,27,excellent,8.0,gas,159563,automatic,pickup,white,1.0,14
1006,25900,2014,jeep,wrangler unlimited,2018-11-20,15,excellent,6.0,gas,100785,automatic,SUV,grey,1.0,10
1008,31269,2017,gmc,sierra 1500,2018-08-19,38,excellent,8.0,gas,76508,automatic,pickup,other,1.0,7
1009,38299,2016,gmc,sierra 1500,2018-06-23,60,excellent,8.0,gas,31716,automatic,pickup,white,1.0,8
1010,13500,2011,jeep,grand cherokee,2018-11-10,43,excellent,8.0,gas,117938,automatic,SUV,black,1.0,13
1012,2700,2005,bmw,x5,2018-05-22,62,good,6.0,gas,240000,automatic,SUV,other,1.0,19
1017,15995,2011,chevrolet,tahoe,2019-01-28,22,excellent,8.0,gas,148335,automatic,SUV,black,1.0,13
1018,12500,2009,chevrolet,tahoe,2018-10-05,22,excellent,8.0,gas,173381,automatic,SUV,black,1.0,15
1023,5000,1996,toyota,4runner,2019-02-08,1,good,6.0,gas,403000,automatic,SUV,black,1.0,28
1024,9995,2008,chevrolet,silverado,2018-06-12,143,good,8.0,gas,251000,automatic,truck,black,1.0,16
1026,2500,2000,jeep,grand cherokee,2018-10-31,43,good,8.0,gas,170000,automatic,SUV,blue,1.0,24
1027,8500,2007,ford,escape,2018-06-24,20,excellent,4.0,hybrid,103965,automatic,SUV,green,1.0,17
1030,4500,2006,chevrolet,tahoe,2019-03-03,37,excellent,8.0,gas,167000,automatic,SUV,custom,1.0,18
1038,19680,2017,subaru,outback,2018-11-30,19,excellent,4.0,gas,58000,automatic,wagon,other,1.0,7
1040,9500,2012,jeep,grand cherokee,2019-02-03,51,excellent,6.0,gas,179500,automatic,SUV,black,1.0,12
1041,7995,2011,hyundai,santa fe,2019-02-24,67,excellent,4.0,gas,117097,automatic,SUV,silver,1.0,13
1042,11450,2012,gmc,acadia,2019-01-04,8,excellent,6.0,gas,97185,automatic,SUV,custom,1.0,12
1044,4750,2004,chevrolet,silverado,2018-07-08,16,fair,8.0,gas,174000,automatic,pickup,other,1.0,20
1047,850,2008,subaru,impreza,2019-03-19,36,fair,4.0,gas,190000,automatic,wagon,custom,1.0,16
1053,23500,2003,ram,3500,2018-11-23,30,good,6.0,diesel,123000,manual,truck,white,1.0,21
1057,11900,2007,ford,f-150,2018-10-24,24,excellent,8.0,gas,73000,automatic,truck,custom,1.0,17
1059,14999,2012,honda,cr-v,2018-08-13,40,excellent,4.0,gas,87000,automatic,SUV,brown,1.0,12
1064,38500,2014,chevrolet,corvette,2018-12-24,16,like new,8.0,gas,14500,automatic,coupe,black,1.0,10
1065,6800,2011,chevrolet,equinox,2018-06-09,15,excellent,6.0,gas,131000,automatic,SUV,red,1.0,13
1067,15999,2015,chevrolet,silverado 1500,2018-06-25,29,excellent,8.0,gas,104551,automatic,pickup,other,1.0,9
1069,35925,2018,gmc,sierra 1500,2018-05-30,37,excellent,8.0,gas,25511,automatic,truck,white,1.0,6
1071,13500,2006,gmc,sierra 2500hd,2018-10-31,32,good,8.0,diesel,233000,automatic,pickup,white,1.0,18
1072,28925,2017,chevrolet,silverado 1500,2018-07-26,57,excellent,8.0,gas,69490,automatic,truck,white,1.0,7
1074,12999,2011,jeep,grand cherokee,2018-06-26,56,excellent,6.0,gas,86264,automatic,SUV,other,1.0,13
1075,11900,2007,ford,f-150,2018-11-10,3,excellent,8.0,gas,73000,automatic,truck,custom,1.0,17
1078,32500,2017,toyota,tacoma,2018-09-04,13,like new,6.0,gas,7422,automatic,pickup,grey,1.0,7
1079,30925,2015,gmc,sierra 1500,2019-02-02,35,excellent,8.0,gas,68384,automatic,truck,black,1.0,9
1081,19300,2017,nissan,rogue,2018-06-30,32,excellent,4.0,gas,16974,automatic,wagon,silver,1.0,7
1086,21000,2005,chevrolet,silverado,2019-01-08,25,excellent,8.0,diesel,130000,automatic,pickup,other,1.0,19
1089,16925,2012,chevrolet,equinox,2019-03-08,37,excellent,4.0,gas,109977,automatic,SUV,silver,1.0,12
1096,13985,2015,jeep,grand cherokee,2018-08-18,59,good,4.0,gas,60104,automatic,SUV,red,1.0,9
1099,25499,2016,chevrolet,silverado 1500,2019-03-22,91,excellent,8.0,gas,91300,automatic,pickup,black,1.0,8
1100,6995,2009,gmc,sierra 1500,2018-10-10,9,good,8.0,gas,180486,automatic,pickup,white,1.0,15
1102,10000,2011,subaru,outback,2019-02-23,5,excellent,4.0,gas,140000,manual,wagon,grey,1.0,13
1104,12000,2012,honda,pilot,2018-08-15,9,excellent,6.0,gas,135000,automatic,SUV,grey,1.0,12
1106,900,1998,ford,f-150,2019-02-03,15,fair,8.0,gas,198000,automatic,truck,black,1.0,26
1107,14500,2008,ford,f350 super duty,2019-01-20,29,excellent,8.0,diesel,118700,automatic,pickup,silver,1.0,16
1109,29998,2013,ram,2500,2018-08-12,41,good,6.0,diesel,70000,automatic,pickup,black,1.0,11
1116,29800,2016,ford,f150 supercrew cab xlt,2019-01-12,24,good,6.0,gas,30761,other,pickup,other,1.0,8
1118,24525,2013,ford,f-150,2019-03-20,37,excellent,8.0,gas,76612,automatic,truck,black,1.0,11
1121,6000,2004,ram,2500,2019-01-26,67,good,8.0,gas,83000,automatic,pickup,silver,1.0,20
1125,19977,2008,chevrolet,silverado 1500,2018-06-27,26,excellent,8.0,gas,87504,automatic,pickup,grey,1.0,16
1126,27977,2008,chevrolet,silverado 2500hd,2019-01-15,15,excellent,8.0,diesel,101313,automatic,pickup,silver,1.0,16
1127,24977,2014,ford,f-150,2018-06-30,9,excellent,6.0,gas,131592,automatic,pickup,other,1.0,10
1129,17977,2012,ford,f-150,2018-08-19,28,excellent,8.0,gas,105507,automatic,pickup,other,1.0,12
1131,26977,2012,gmc,sierra 1500,2018-10-07,7,excellent,8.0,gas,66475,automatic,pickup,black,1.0,12
1133,19977,2011,ford,f-150,2018-09-01,25,excellent,8.0,gas,133801,automatic,pickup,white,1.0,13
1135,8000,2003,ford,f250,2018-07-22,27,good,8.0,diesel,233000,automatic,truck,white,1.0,21
1136,21477,2012,jeep,wrangler unlimited,2019-03-19,68,excellent,6.0,gas,78123,manual,SUV,black,1.0,12
1139,4000,2002,ford,explorer,2019-03-07,82,good,6.0,gas,175000,automatic,SUV,red,1.0,22
1140,18777,2013,ford,f-150,2018-07-09,17,excellent,6.0,gas,101860,automatic,pickup,white,1.0,11
1141,29925,2018,chevrolet,silverado 1500,2018-10-31,39,excellent,8.0,gas,30948,automatic,truck,black,1.0,6
1142,11495,2014,ford,f-150,2018-06-21,31,good,6.0,gas,165491,automatic,pickup,silver,1.0,10
1144,43977,2014,gmc,sierra 2500hd,2018-05-31,9,excellent,8.0,diesel,69834,automatic,pickup,other,1.0,10
1148,6300,2008,honda,cr-v,2018-05-01,22,good,4.0,gas,114000,automatic,SUV,blue,1.0,16
1156,9995,2011,honda,cr-v,2018-12-01,68,good,4.0,gas,104153,automatic,SUV,black,1.0,13
1164,41995,2016,chevrolet,silverado 3500hd,2018-07-12,25,excellent,8.0,diesel,76303,automatic,pickup,black,1.0,8
1166,24995,2015,ford,f-150,2019-03-05,9,excellent,6.0,gas,16251,automatic,pickup,other,1.0,9
1167,23995,2015,ford,f-150,2018-05-04,34,excellent,6.0,gas,90567,automatic,pickup,blue,1.0,9
1168,23995,2015,chevrolet,silverado,2019-01-05,94,excellent,8.0,gas,115123,automatic,pickup,other,1.0,9
1169,13995,2014,hyundai,santa fe,2019-02-10,81,excellent,6.0,gas,98231,automatic,SUV,white,1.0,10
1172,24990,2006,ford,f-350 sd,2019-02-04,53,good,8.0,gas,65603,automatic,truck,red,1.0,18
1173,6400,2005,chevrolet,silverado 1500,2019-03-19,4,good,8.0,gas,178000,automatic,pickup,black,1.0,19
1176,24990,2012,ford,f-250 sd,2018-08-03,30,good,8.0,gas,18005,automatic,truck,green,1.0,12
1178,15000,2010,jeep,wrangler,2018-07-10,21,good,6.0,gas,106500,automatic,SUV,black,1.0,14
1179,1500,2015,chevrolet,equinox,2019-03-26,48,excellent,4.0,gas,99000,automatic,SUV,silver,1.0,9
1181,7950,2011,ford,f-150,2018-09-26,57,good,6.0,gas,171511,automatic,truck,white,1.0,13
1182,12950,2008,gmc,sierra 2500hd,2018-06-29,18,good,8.0,gas,129029,automatic,truck,other,1.0,16
1183,47325,2018,ford,f-150,2019-03-18,97,excellent,8.0,gas,4071,automatic,truck,black,1.0,6
1187,11900,2005,jeep,wrangler,2019-04-04,26,good,6.0,gas,150000,automatic,SUV,other,1.0,19
1190,1200,1993,jeep,wrangler,2018-06-01,85,fair,6.0,gas,181226,manual,offroad,green,1.0,31
1194,4950,2007,hyundai,santa fe,2018-05-24,51,good,6.0,gas,159665,automatic,SUV,custom,1.0,17
1201,5750,2006,jeep,grand cherokee,2018-06-21,141,good,8.0,gas,151574,automatic,SUV,other,1.0,18
1203,5195,2006,honda,cr-v,2019-02-10,108,excellent,4.0,gas,139000,automatic,SUV,brown,1.0,18
1204,19900,2015,ford,f-250,2018-12-27,70,good,8.0,gas,105000,automatic,truck,other,1.0,9
1207,14990,2012,buick,enclave,2019-01-26,54,excellent,6.0,gas,72228,automatic,SUV,red,1.0,12
1208,12900,2014,jeep,cherokee,2018-09-02,39,excellent,4.0,gas,121571,automatic,SUV,other,1.0,10
1211,7600,2009,honda,cr-v,2019-02-07,16,good,4.0,gas,131600,automatic,SUV,blue,1.0,15
1212,17950,2011,jeep,wrangler unlimited,2019-01-15,10,excellent,6.0,gas,83974,automatic,SUV,black,1.0,13
1213,9950,2014,ford,explorer,2018-05-31,24,excellent,6.0,gas,111928,automatic,SUV,black,1.0,10
1214,13395,2012,gmc,acadia,2018-06-19,42,excellent,6.0,gas,83794,automatic,SUV,black,1.0,12
1216,11880,2010,chevrolet,suburban,2018-10-03,3,excellent,8.0,gas,203820,automatic,SUV,silver,1.0,14
1217,21900,2011,ram,2500,2018-05-01,23,excellent,8.0,gas,90000,automatic,truck,other,1.0,13
1218,6995,2008,ford,edge,2018-10-22,15,excellent,6.0,gas,122942,automatic,sedan,white,1.0,16
1219,6995,2005,ram,1500,2018-09-13,52,excellent,8.0,gas,171713,automatic,pickup,red,1.0,19
1220,14800,2006,ram,3500,2019-03-08,88,good,8.0,diesel,260921,automatic,truck,red,1.0,18
1221,21991,2012,chevrolet,silverado 2500hd,2018-09-09,38,excellent,8.0,diesel,213420,automatic,pickup,other,1.0,12
1223,3500,1999,chevrolet,silverado 1500,2018-06-11,27,good,8.0,gas,152000,automatic,truck,black,1.0,25
